,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri.1,track_href,analysis_url,duration_ms.1,time_signature,cluster
54,Where We Started From,The Big Box,Little River Band,234066,spotify:track:60z9wKgZDyJmfBIcZEZdWq,https://api.spotify.com/v1/tracks/60z9wKgZDyJmfBIcZEZdWq,0.66,0.517,2,-8.258,1,0.0257,0.0118,2.47e-06,0.174,0.587,92.969,audio_features,60z9wKgZDyJmfBIcZEZdWq,spotify:track:60z9wKgZDyJmfBIcZEZdWq,https://api.spotify.com/v1/tracks/60z9wKgZDyJmfBIcZEZdWq,https://api.spotify.com/v1/audio-analysis/60z9wKgZDyJmfBIcZEZdWq,234067,4,0
55,Drunk (And I Don't Wanna Go Home) (Originally Performed by Elle King and Miranda Lambert) - Karaoke Version,Drunk (And I Don't Wanna Go Home) (Originally Performed by Elle King and Miranda Lambert) [Karaoke],Karaoke Pro,244348,spotify:track:6YHxyDJQSXZG9fWPYZHEAZ,https://api.spotify.com/v1/tracks/6YHxyDJQSXZG9fWPYZHEAZ,0.598,0.599,5,-9.204,1,0.0278,0.00182,0.686,0.0651,0.514,119.972,audio_features,6YHxyDJQSXZG9fWPYZHEAZ,spotify:track:6YHxyDJQSXZG9fWPYZHEAZ,https://api.spotify.com/v1/tracks/6YHxyDJQSXZG9fWPYZHEAZ,https://api.spotify.com/v1/audio-analysis/6YHxyDJQSXZG9fWPYZHEAZ,244348,4,0
56,The Family Madrigal - Instrumental,Piano Dreamers Play the Songs from Encanto (Instrumental),Piano Dreamers,178013,spotify:track:57aZTV4cVxkI5WeMVigtQh,https://api.spotify.com/v1/tracks/57aZTV4cVxkI5WeMVigtQh,0.592,0.248,1,-19.192,1,0.05,0.979,0.902,0.0987,0.528,139.999,audio_features,57aZTV4cVxkI5WeMVigtQh,spotify:track:57aZTV4cVxkI5WeMVigtQh,https://api.spotify.com/v1/tracks/57aZTV4cVxkI5WeMVigtQh,https://api.spotify.com/v1/audio-analysis/57aZTV4cVxkI5WeMVigtQh,178013,4,0
57,Headtaps,7220,Lil Durk,173880,spotify:track:11PBnaMz7FlMRR1VkauECN,https://api.spotify.com/v1/tracks/11PBnaMz7FlMRR1VkauECN,0.562,0.609,5,-7.672,1,0.279,0.0461,0.0,0.131,0.38,158.803,audio_features,11PBnaMz7FlMRR1VkauECN,spotify:track:11PBnaMz7FlMRR1VkauECN,https://api.spotify.com/v1/tracks/11PBnaMz7FlMRR1VkauECN,https://api.spotify.com/v1/audio-analysis/11PBnaMz7FlMRR1VkauECN,173880,4,0
58,All I Wanna Do (In the Style of Sheryl Crow) [Karaoke Version],"The Karaoke Channel - Sing the Best of Woodstock '94, Vol. 2",The Karaoke Channel,247303,spotify:track:182lxy8Rgn7lF06JghM7vi,https://api.spotify.com/v1/tracks/182lxy8Rgn7lF06JghM7vi,0.679,0.912,4,-7.101,0,0.0282,0.00215,0.673,0.169,0.972,120.078,audio_features,182lxy8Rgn7lF06JghM7vi,spotify:track:182lxy8Rgn7lF06JghM7vi,https://api.spotify.com/v1/tracks/182lxy8Rgn7lF06JghM7vi,https://api.spotify.com/v1/audio-analysis/182lxy8Rgn7lF06JghM7vi,247303,4,1
59,Thinking & Smoking,Thinking & Smoking 2,Flamingo$ Williams,144000,spotify:track:5yYPqhDlMzqzdMHA0IA9jv,https://api.spotify.com/v1/tracks/5yYPqhDlMzqzdMHA0IA9jv,0.66,0.666,8,-6.913,1,0.601,0.136,0.0,0.52,0.598,135.217,audio_features,5yYPqhDlMzqzdMHA0IA9jv,spotify:track:5yYPqhDlMzqzdMHA0IA9jv,https://api.spotify.com/v1/tracks/5yYPqhDlMzqzdMHA0IA9jv,https://api.spotify.com/v1/audio-analysis/5yYPqhDlMzqzdMHA0IA9jv,144000,4,0
60,23 (Bonus Track),23 (Bonus Track),Speaking Cursive,167222,spotify:track:1NMamwW1mbxldY0TyrUwQQ,https://api.spotify.com/v1/tracks/1NMamwW1mbxldY0TyrUwQQ,0.527,0.475,10,-6.165,1,0.0364,0.0415,0.0,0.093,0.33,144.004,audio_features,1NMamwW1mbxldY0TyrUwQQ,spotify:track:1NMamwW1mbxldY0TyrUwQQ,https://api.spotify.com/v1/tracks/1NMamwW1mbxldY0TyrUwQQ,https://api.spotify.com/v1/audio-analysis/1NMamwW1mbxldY0TyrUwQQ,167222,4,0
61,Slow Down,Slow Down,Twilight Summer,158400,spotify:track:7p6FuaNNAHrBMo0VaJg6Nl,https://api.spotify.com/v1/tracks/7p6FuaNNAHrBMo0VaJg6Nl,0.162,0.00884,5,-33.465,0,0.0449,0.978,0.909,0.11,0.0529,70.126,audio_features,7p6FuaNNAHrBMo0VaJg6Nl,spotify:track:7p6FuaNNAHrBMo0VaJg6Nl,https://api.spotify.com/v1/tracks/7p6FuaNNAHrBMo0VaJg6Nl,https://api.spotify.com/v1/audio-analysis/7p6FuaNNAHrBMo0VaJg6Nl,158400,4,1
62,Belgium Or Peru,Cuff The Duke,Cuff the Duke,201866,spotify:track:62uM5acWFIAicP3QlsIGQ0,https://api.spotify.com/v1/tracks/62uM5acWFIAicP3QlsIGQ0,0.543,0.638,0,-7.046,1,0.0285,0.00146,1.26e-05,0.0914,0.442,118.017,audio_features,62uM5acWFIAicP3QlsIGQ0,spotify:track:62uM5acWFIAicP3QlsIGQ0,https://api.spotify.com/v1/tracks/62uM5acWFIAicP3QlsIGQ0,https://api.spotify.com/v1/audio-analysis/62uM5acWFIAicP3QlsIGQ0,201867,4,0
63,What Makes The Weather?,Weather Songs (from Ballads for the Age of Science),Tom Glazer,79106,spotify:track:0FqyTgKEKxpBbEiciw1jRe,https://api.spotify.com/v1/tracks/0FqyTgKEKxpBbEiciw1jRe,0.656,0.299,9,-13.144,1,0.176,0.871,6.77e-05,0.341,0.748,109.793,audio_features,0FqyTgKEKxpBbEiciw1jRe,spotify:track:0FqyTgKEKxpBbEiciw1jRe,https://api.spotify.com/v1/tracks/0FqyTgKEKxpBbEiciw1jRe,https://api.spotify.com/v1/audio-analysis/0FqyTgKEKxpBbEiciw1jRe,79107,4,0
64,Grow Up/Keep It On Speaker,7220,Lil Durk,196341,spotify:track:6n6vizDAhZI6Qg52pgslRl,https://api.spotify.com/v1/tracks/6n6vizDAhZI6Qg52pgslRl,0.512,0.633,1,-7.951,0,0.289,0.0276,2.02e-06,0.578,0.236,113.621,audio_features,6n6vizDAhZI6Qg52pgslRl,spotify:track:6n6vizDAhZI6Qg52pgslRl,https://api.spotify.com/v1/tracks/6n6vizDAhZI6Qg52pgslRl,https://api.spotify.com/v1/audio-analysis/6n6vizDAhZI6Qg52pgslRl,196341,3,-1
65,Do We Have a Problem Skit,MA$ Than the Usual,MA$ MAN,37067,spotify:track:5fy4AKhARP1s2cpHziQLOz,https://api.spotify.com/v1/tracks/5fy4AKhARP1s2cpHziQLOz,0.577,0.809,4,-7.649,0,0.279,0.733,2.81e-06,0.22,0.322,120.267,audio_features,5fy4AKhARP1s2cpHziQLOz,spotify:track:5fy4AKhARP1s2cpHziQLOz,https://api.spotify.com/v1/tracks/5fy4AKhARP1s2cpHziQLOz,https://api.spotify.com/v1/audio-analysis/5fy4AKhARP1s2cpHziQLOz,37068,5,-1
66,"Baby, What Else Can I Do?",The Complete Decca Singles Vol. 2: 1939-1941,Ella Fitzgerald and Her Famous Orchestra,186147,spotify:track:76n31I51yGPJkEJ2PR9NFC,https://api.spotify.com/v1/tracks/76n31I51yGPJkEJ2PR9NFC,0.68,0.131,2,-6.179,0,0.0357,0.925,0.0,0.0455,0.483,98.257,audio_features,76n31I51yGPJkEJ2PR9NFC,spotify:track:76n31I51yGPJkEJ2PR9NFC,https://api.spotify.com/v1/tracks/76n31I51yGPJkEJ2PR9NFC,https://api.spotify.com/v1/audio-analysis/76n31I51yGPJkEJ2PR9NFC,186148,4,1
67,Nail Tech - Chopped Slowed and Reverb,Pour Up Vol. 1,DJ Skeeball,292706,spotify:track:7e4kvBRx8N342PnmEZDkX1,https://api.spotify.com/v1/tracks/7e4kvBRx8N342PnmEZDkX1,0.737,0.438,1,-10.924,1,0.0316,0.17,0.432,0.102,0.117,106.057,audio_features,7e4kvBRx8N342PnmEZDkX1,spotify:track:7e4kvBRx8N342PnmEZDkX1,https://api.spotify.com/v1/tracks/7e4kvBRx8N342PnmEZDkX1,https://api.spotify.com/v1/audio-analysis/7e4kvBRx8N342PnmEZDkX1,292707,4,0
68,Blocklist,Universe,Lil Lipsee,151871,spotify:track:2tq4rvmg05TxRt5A5Z66oo,https://api.spotify.com/v1/tracks/2tq4rvmg05TxRt5A5Z66oo,0.669,0.559,4,-7.189,0,0.064,0.436,1.77e-06,0.165,0.174,139.99,audio_features,2tq4rvmg05TxRt5A5Z66oo,spotify:track:2tq4rvmg05TxRt5A5Z66oo,https://api.spotify.com/v1/tracks/2tq4rvmg05TxRt5A5Z66oo,https://api.spotify.com/v1/audio-analysis/2tq4rvmg05TxRt5A5Z66oo,151872,4,1
69,You Tell Me Your Dream,Those Lazy Hazy Crazy Days Of Summer,Nat King Cole,138533,spotify:track:59GqIantfgjq806RKDr7Yx,https://api.spotify.com/v1/tracks/59GqIantfgjq806RKDr7Yx,0.326,0.457,11,-10.902,0,0.0405,0.892,0.0,0.144,0.36,134.83,audio_features,59GqIantfgjq806RKDr7Yx,spotify:track:59GqIantfgjq806RKDr7Yx,https://api.spotify.com/v1/tracks/59GqIantfgjq806RKDr7Yx,https://api.spotify.com/v1/audio-analysis/59GqIantfgjq806RKDr7Yx,138533,4,1
70,Someone Who Lives in Your Heart,Christian Artists Series: Glen Allan Green & Friends,All-4-One,267506,spotify:track:4OnRs0HrGrYOt6S3j4fGvB,https://api.spotify.com/v1/tracks/4OnRs0HrGrYOt6S3j4fGvB,0.526,0.52,1,-6.366,1,0.0265,0.55,0.0,0.183,0.18,137.064,audio_features,4OnRs0HrGrYOt6S3j4fGvB,spotify:track:4OnRs0HrGrYOt6S3j4fGvB,https://api.spotify.com/v1/tracks/4OnRs0HrGrYOt6S3j4fGvB,https://api.spotify.com/v1/audio-analysis/4OnRs0HrGrYOt6S3j4fGvB,267507,3,2
71,Two Oruguitas,Encanto (Svenskt Original Soundtrack),Sebastian Yatra,214600,spotify:track:6DfwB30PhV1Zel93tZ2ubI,https://api.spotify.com/v1/tracks/6DfwB30PhV1Zel93tZ2ubI,0.563,0.408,0,-8.888,1,0.0472,0.736,0.0,0.086,0.482,94.799,audio_features,6DfwB30PhV1Zel93tZ2ubI,spotify:track:6DfwB30PhV1Zel93tZ2ubI,https://api.spotify.com/v1/tracks/6DfwB30PhV1Zel93tZ2ubI,https://api.spotify.com/v1/audio-analysis/6DfwB30PhV1Zel93tZ2ubI,214600,4,0
72,"Ipso Facto, Irreconcilable Differences, Irreparable Damage or Injury","Rhode Island Bar Exam Review, Vol. 1",Leo Gerron,31831,spotify:track:4m0nMNc9sM5ySnxWKJG66q,https://api.spotify.com/v1/tracks/4m0nMNc9sM5ySnxWKJG66q,0.632,0.255,1,-19.036,1,0.946,0.77,0.0,0.0939,0.514,171.644,audio_features,4m0nMNc9sM5ySnxWKJG66q,spotify:track:4m0nMNc9sM5ySnxWKJG66q,https://api.spotify.com/v1/tracks/4m0nMNc9sM5ySnxWKJG66q,https://api.spotify.com/v1/audio-analysis/4m0nMNc9sM5ySnxWKJG66q,31832,3,-1
73,Circles Around This Town,Jawnstein,Tamar White,194497,spotify:track:5rnzWPz8b6d7uPIquCoTMT,https://api.spotify.com/v1/tracks/5rnzWPz8b6d7uPIquCoTMT,0.54,0.606,4,-8.673,1,0.0351,0.0985,0.0,0.0832,0.739,149.937,audio_features,5rnzWPz8b6d7uPIquCoTMT,spotify:track:5rnzWPz8b6d7uPIquCoTMT,https://api.spotify.com/v1/tracks/5rnzWPz8b6d7uPIquCoTMT,https://api.spotify.com/v1/audio-analysis/5rnzWPz8b6d7uPIquCoTMT,194497,4,0
74,Freaky Deaky Dog,D.S.O.,Dynamic Sounds Orchestra,436119,spotify:track:5t2uQWEPHRhjQhIGopxwxx,https://api.spotify.com/v1/tracks/5t2uQWEPHRhjQhIGopxwxx,0.688,0.694,7,-9.849,0,0.323,0.049,0.0,0.0633,0.733,123.659,audio_features,5t2uQWEPHRhjQhIGopxwxx,spotify:track:5t2uQWEPHRhjQhIGopxwxx,https://api.spotify.com/v1/tracks/5t2uQWEPHRhjQhIGopxwxx,https://api.spotify.com/v1/audio-analysis/5t2uQWEPHRhjQhIGopxwxx,436120,4,1
75,If Heaven Wasn't so Far Away,Top 50 Hottest Country Hits Ever!,Modern Cowboys,224367,spotify:track:6YtSIRemj97NQdW7VgBtf1,https://api.spotify.com/v1/tracks/6YtSIRemj97NQdW7VgBtf1,0.509,0.539,11,-9.501,1,0.035,0.152,0.0,0.119,0.401,151.034,audio_features,6YtSIRemj97NQdW7VgBtf1,spotify:track:6YtSIRemj97NQdW7VgBtf1,https://api.spotify.com/v1/tracks/6YtSIRemj97NQdW7VgBtf1,https://api.spotify.com/v1/audio-analysis/6YtSIRemj97NQdW7VgBtf1,224368,4,0
76,Beautiful Lies,Ready For Life,Ashley Wallbridge,193177,spotify:track:33qlYxXfliGpHmKln2yDjg,https://api.spotify.com/v1/tracks/33qlYxXfliGpHmKln2yDjg,0.439,0.86,6,-3.243,0,0.0438,0.0438,0.0,0.311,0.165,85.041,audio_features,33qlYxXfliGpHmKln2yDjg,spotify:track:33qlYxXfliGpHmKln2yDjg,https://api.spotify.com/v1/tracks/33qlYxXfliGpHmKln2yDjg,https://api.spotify.com/v1/audio-analysis/33qlYxXfliGpHmKln2yDjg,193178,4,1
77,Flower Shops (Originally Performed by Ernest and Morgan Wallen) [Instrumental],Flower Shops (Originally Performed by Ernest and Morgan Wallen) [Instrumental],Vox Freaks,216750,spotify:track:1J4hWybAWalH7CpoNvEeTf,https://api.spotify.com/v1/tracks/1J4hWybAWalH7CpoNvEeTf,0.436,0.332,7,-12.208,1,0.0302,0.461,0.94,0.115,0.0708,126.744,audio_features,1J4hWybAWalH7CpoNvEeTf,spotify:track:1J4hWybAWalH7CpoNvEeTf,https://api.spotify.com/v1/tracks/1J4hWybAWalH7CpoNvEeTf,https://api.spotify.com/v1/audio-analysis/1J4hWybAWalH7CpoNvEeTf,216750,3,2
78,Sacrifice,The Debut,Elite One Percent,175568,spotify:track:5YaJt7YvWYytlBQio2JZrC,https://api.spotify.com/v1/tracks/5YaJt7YvWYytlBQio2JZrC,0.69,0.372,4,-12.148,0,0.158,0.00459,0.697,0.099,0.231,175.069,audio_features,5YaJt7YvWYytlBQio2JZrC,spotify:track:5YaJt7YvWYytlBQio2JZrC,https://api.spotify.com/v1/tracks/5YaJt7YvWYytlBQio2JZrC,https://api.spotify.com/v1/audio-analysis/5YaJt7YvWYytlBQio2JZrC,175569,3,-1
79,Smokin Out the Window,Teacher's Pet - Teen Beats,Anderson .Paak,197442,spotify:track:2tC8fRwaIa5HRBZekXExLp,https://api.spotify.com/v1/tracks/2tC8fRwaIa5HRBZekXExLp,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,audio_features,2tC8fRwaIa5HRBZekXExLp,spotify:track:2tC8fRwaIa5HRBZekXExLp,https://api.spotify.com/v1/tracks/2tC8fRwaIa5HRBZekXExLp,https://api.spotify.com/v1/audio-analysis/2tC8fRwaIa5HRBZekXExLp,197443,4,0
80,Fly Me To The Moon (In Other Words),The End Of The World,Julie London,159106,spotify:track:5hbNSo9Ckl7ku8664sn0Jj,https://api.spotify.com/v1/tracks/5hbNSo9Ckl7ku8664sn0Jj,0.335,0.508,5,-11.763,1,0.0473,0.698,0.000382,0.0788,0.767,86.298,audio_features,5hbNSo9Ckl7ku8664sn0Jj,spotify:track:5hbNSo9Ckl7ku8664sn0Jj,https://api.spotify.com/v1/tracks/5hbNSo9Ckl7ku8664sn0Jj,https://api.spotify.com/v1/audio-analysis/5hbNSo9Ckl7ku8664sn0Jj,159107,4,0
81,That's The Power - Acoustic,That's The Power,Hillsong Worship,271649,spotify:track:1VOnBmIS5UeC2OBSYacW4I,https://api.spotify.com/v1/tracks/1VOnBmIS5UeC2OBSYacW4I,0.521,0.426,10,-7.974,1,0.0256,0.33,0.0,0.123,0.167,73.987,audio_features,1VOnBmIS5UeC2OBSYacW4I,spotify:track:1VOnBmIS5UeC2OBSYacW4I,https://api.spotify.com/v1/tracks/1VOnBmIS5UeC2OBSYacW4I,https://api.spotify.com/v1/audio-analysis/1VOnBmIS5UeC2OBSYacW4I,271650,4,0
82,Gëek high (feat. Ken Car$on),2 Alivë,Yeat,152533,spotify:track:10pKRdCsckIx7jdrR5IFec,https://api.spotify.com/v1/tracks/10pKRdCsckIx7jdrR5IFec,0.645,0.681,11,-6.202,0,0.116,0.108,0.0,0.087,0.349,139.864,audio_features,10pKRdCsckIx7jdrR5IFec,spotify:track:10pKRdCsckIx7jdrR5IFec,https://api.spotify.com/v1/tracks/10pKRdCsckIx7jdrR5IFec,https://api.spotify.com/v1/audio-analysis/10pKRdCsckIx7jdrR5IFec,152533,4,1
83,Pressure - Alesso Remix,Pressure (The Remixes),Nadia Ali,368000,spotify:track:582JLMTy2WCHPgKFJ4xCq7,https://api.spotify.com/v1/tracks/582JLMTy2WCHPgKFJ4xCq7,0.64,0.792,10,-4.875,0,0.0419,0.000538,0.604,0.0745,0.383,128.001,audio_features,582JLMTy2WCHPgKFJ4xCq7,spotify:track:582JLMTy2WCHPgKFJ4xCq7,https://api.spotify.com/v1/tracks/582JLMTy2WCHPgKFJ4xCq7,https://api.spotify.com/v1/audio-analysis/582JLMTy2WCHPgKFJ4xCq7,368000,4,1
84,Federal,Federal Nightmares,LBR Trap,180323,spotify:track:3tAPGsPK9vwvaCJ9RAlC24,https://api.spotify.com/v1/tracks/3tAPGsPK9vwvaCJ9RAlC24,0.818,0.77,1,-6.719,1,0.252,0.304,0.0,0.204,0.412,104.038,audio_features,3tAPGsPK9vwvaCJ9RAlC24,spotify:track:3tAPGsPK9vwvaCJ9RAlC24,https://api.spotify.com/v1/tracks/3tAPGsPK9vwvaCJ9RAlC24,https://api.spotify.com/v1/audio-analysis/3tAPGsPK9vwvaCJ9RAlC24,180323,4,0
85,Rumors 2,Voice of the Trap,Lil Migo,160055,spotify:track:6vbmwaGmVQ0R8RS7EY6r9p,https://api.spotify.com/v1/tracks/6vbmwaGmVQ0R8RS7EY6r9p,0.84,0.399,6,-8.971,0,0.34,0.215,0.0,0.405,0.45,121.967,audio_features,6vbmwaGmVQ0R8RS7EY6r9p,spotify:track:6vbmwaGmVQ0R8RS7EY6r9p,https://api.spotify.com/v1/tracks/6vbmwaGmVQ0R8RS7EY6r9p,https://api.spotify.com/v1/audio-analysis/6vbmwaGmVQ0R8RS7EY6r9p,160055,4,1
86,Never Wanted to Be That Girl (Originally Performed by Carly Pearce & Ashley McBryde) [Instrumental Version],"Pristine Karaoke, Vol. 49",Backing Business,206959,spotify:track:04UXDROXqpgOiQZe1zXjex,https://api.spotify.com/v1/tracks/04UXDROXqpgOiQZe1zXjex,0.625,0.496,1,-9.13,1,0.0455,0.0239,0.799,0.0993,0.447,73.966,audio_features,04UXDROXqpgOiQZe1zXjex,spotify:track:04UXDROXqpgOiQZe1zXjex,https://api.spotify.com/v1/tracks/04UXDROXqpgOiQZe1zXjex,https://api.spotify.com/v1/audio-analysis/04UXDROXqpgOiQZe1zXjex,206959,4,0
87,Half of My Hometown (Made Popular By Kelsea Ballerini & Kenny Chesney) [Karaoke Version],Party Tyme 109 (Karaoke Versions),Party Tyme Karaoke,231423,spotify:track:54bXTyBP37Yuu9IBba1DZD,https://api.spotify.com/v1/tracks/54bXTyBP37Yuu9IBba1DZD,0.6,0.54,10,-8.922,1,0.0266,0.0995,0.253,0.107,0.436,137.98,audio_features,54bXTyBP37Yuu9IBba1DZD,spotify:track:54bXTyBP37Yuu9IBba1DZD,https://api.spotify.com/v1/tracks/54bXTyBP37Yuu9IBba1DZD,https://api.spotify.com/v1/audio-analysis/54bXTyBP37Yuu9IBba1DZD,231424,4,0
88,Love Is Not Over - Full Length Edition,The Most Beautiful Moment in Life: Young Forever,BTS,221619,spotify:track:12MGUs7yIus6sU09ekZMjw,https://api.spotify.com/v1/tracks/12MGUs7yIus6sU09ekZMjw,0.462,0.576,2,-5.089,1,0.0831,0.124,0.0,0.127,0.278,102.972,audio_features,12MGUs7yIus6sU09ekZMjw,spotify:track:12MGUs7yIus6sU09ekZMjw,https://api.spotify.com/v1/tracks/12MGUs7yIus6sU09ekZMjw,https://api.spotify.com/v1/audio-analysis/12MGUs7yIus6sU09ekZMjw,221620,4,0
89,Banking On Me (Remix),Banking On Me (Remix),BAM Grapke,179558,spotify:track:0dVxDN23LjvISmGizgrL8k,https://api.spotify.com/v1/tracks/0dVxDN23LjvISmGizgrL8k,0.802,0.361,0,-10.437,0,0.0691,0.657,1.16e-06,0.0861,0.584,135.128,audio_features,0dVxDN23LjvISmGizgrL8k,spotify:track:0dVxDN23LjvISmGizgrL8k,https://api.spotify.com/v1/tracks/0dVxDN23LjvISmGizgrL8k,https://api.spotify.com/v1/audio-analysis/0dVxDN23LjvISmGizgrL8k,179558,4,1
90,Give Heaven Some Hell,Give Heaven Some Hell,Kayla Kohla,211428,spotify:track:7hVZAFBynXgkQTihPV9aTL,https://api.spotify.com/v1/tracks/7hVZAFBynXgkQTihPV9aTL,0.651,0.749,0,-6.604,1,0.0384,0.283,0.0,0.096,0.271,125.992,audio_features,7hVZAFBynXgkQTihPV9aTL,spotify:track:7hVZAFBynXgkQTihPV9aTL,https://api.spotify.com/v1/tracks/7hVZAFBynXgkQTihPV9aTL,https://api.spotify.com/v1/audio-analysis/7hVZAFBynXgkQTihPV9aTL,211429,4,0
91,I’m so Tired,The Human Chandelier Red,Britt 11X The Human Chandelier,149333,spotify:track:1tJQ1Esxw5fQH8ICLe90Pk,https://api.spotify.com/v1/tracks/1tJQ1Esxw5fQH8ICLe90Pk,0.819,0.436,0,-9.966,1,0.152,0.608,0.000211,0.102,0.488,90.0,audio_features,1tJQ1Esxw5fQH8ICLe90Pk,spotify:track:1tJQ1Esxw5fQH8ICLe90Pk,https://api.spotify.com/v1/tracks/1tJQ1Esxw5fQH8ICLe90Pk,https://api.spotify.com/v1/audio-analysis/1tJQ1Esxw5fQH8ICLe90Pk,149333,4,0
92,Quirky Bones,Divinity: Original Sin 2 (Original Soundtrack),Borislav Slavov,83016,spotify:track:5Q6vVrow0KRVfS38uGW1Wl,https://api.spotify.com/v1/tracks/5Q6vVrow0KRVfS38uGW1Wl,0.686,0.327,8,-16.13,1,0.0383,0.866,0.809,0.101,0.138,120.055,audio_features,5Q6vVrow0KRVfS38uGW1Wl,spotify:track:5Q6vVrow0KRVfS38uGW1Wl,https://api.spotify.com/v1/tracks/5Q6vVrow0KRVfS38uGW1Wl,https://api.spotify.com/v1/audio-analysis/5Q6vVrow0KRVfS38uGW1Wl,83016,4,0
93,Rocking A Cardigan In Atlanta - Slowed,Pour Up Volume 2,DJ Skeeball,138946,spotify:track:30haWgfbIv3PdO3S2WdpEn,https://api.spotify.com/v1/tracks/30haWgfbIv3PdO3S2WdpEn,0.728,0.273,0,-9.913,1,0.0589,0.902,0.0353,0.131,0.142,99.137,audio_features,30haWgfbIv3PdO3S2WdpEn,spotify:track:30haWgfbIv3PdO3S2WdpEn,https://api.spotify.com/v1/tracks/30haWgfbIv3PdO3S2WdpEn,https://api.spotify.com/v1/audio-analysis/30haWgfbIv3PdO3S2WdpEn,138946,4,0
94,Pissed me off,Pissed me off,Zayglock,109648,spotify:track:2vMNzbdG5kPCK16Jx0Fhwn,https://api.spotify.com/v1/tracks/2vMNzbdG5kPCK16Jx0Fhwn,0.659,0.62,0,-6.438,1,0.446,0.0268,0.000872,0.123,0.299,158.263,audio_features,2vMNzbdG5kPCK16Jx0Fhwn,spotify:track:2vMNzbdG5kPCK16Jx0Fhwn,https://api.spotify.com/v1/tracks/2vMNzbdG5kPCK16Jx0Fhwn,https://api.spotify.com/v1/audio-analysis/2vMNzbdG5kPCK16Jx0Fhwn,109648,4,0
95,By Your Side,OMORI Lofi Mixtape,Ryan Chang,224024,spotify:track:6OdQqanVUlCkgnOSwQCepy,https://api.spotify.com/v1/tracks/6OdQqanVUlCkgnOSwQCepy,0.678,0.342,8,-14.744,0,0.0419,0.527,0.818,0.111,0.527,74.991,audio_features,6OdQqanVUlCkgnOSwQCepy,spotify:track:6OdQqanVUlCkgnOSwQCepy,https://api.spotify.com/v1/tracks/6OdQqanVUlCkgnOSwQCepy,https://api.spotify.com/v1/audio-analysis/6OdQqanVUlCkgnOSwQCepy,224025,4,1
96,Waiting on a miracle,Unfinished Business,Bodega Dragons,176026,spotify:track:1nl6Ig0fbkkPTuSBm0Ebi7,https://api.spotify.com/v1/tracks/1nl6Ig0fbkkPTuSBm0Ebi7,0.418,0.978,10,-6.116,0,0.0674,0.000275,0.0686,0.0507,0.476,171.647,audio_features,1nl6Ig0fbkkPTuSBm0Ebi7,spotify:track:1nl6Ig0fbkkPTuSBm0Ebi7,https://api.spotify.com/v1/tracks/1nl6Ig0fbkkPTuSBm0Ebi7,https://api.spotify.com/v1/audio-analysis/1nl6Ig0fbkkPTuSBm0Ebi7,176027,4,1
97,I hate youngboy remixx,I hate youngboy remixx,Young Nola,188753,spotify:track:5qJdoIVqvHpiN4q0A0ltZZ,https://api.spotify.com/v1/tracks/5qJdoIVqvHpiN4q0A0ltZZ,0.778,0.827,1,-5.69,1,0.404,0.113,0.0,0.349,0.662,165.106,audio_features,5qJdoIVqvHpiN4q0A0ltZZ,spotify:track:5qJdoIVqvHpiN4q0A0ltZZ,https://api.spotify.com/v1/tracks/5qJdoIVqvHpiN4q0A0ltZZ,https://api.spotify.com/v1/audio-analysis/5qJdoIVqvHpiN4q0A0ltZZ,188754,4,0
98,City of Gods,Altered Creature,Fostercare,244293,spotify:track:1Kl0DSW9IIkQSxDo2e963Z,https://api.spotify.com/v1/tracks/1Kl0DSW9IIkQSxDo2e963Z,0.444,0.718,5,-9.888,0,0.0517,0.0973,0.844,0.113,0.203,126.037,audio_features,1Kl0DSW9IIkQSxDo2e963Z,spotify:track:1Kl0DSW9IIkQSxDo2e963Z,https://api.spotify.com/v1/tracks/1Kl0DSW9IIkQSxDo2e963Z,https://api.spotify.com/v1/audio-analysis/1Kl0DSW9IIkQSxDo2e963Z,244293,4,1
99,Closer,Collage EP,The Chainsmokers,245506,spotify:track:7crMiinWx373rNBZBaVske,https://api.spotify.com/v1/tracks/7crMiinWx373rNBZBaVske,0.738,0.541,8,-5.597,1,0.0303,0.415,0.0,0.11,0.657,94.949,audio_features,7crMiinWx373rNBZBaVske,spotify:track:7crMiinWx373rNBZBaVske,https://api.spotify.com/v1/tracks/7crMiinWx373rNBZBaVske,https://api.spotify.com/v1/audio-analysis/7crMiinWx373rNBZBaVske,245507,4,0
